hhid,province,Weight_Chickens,num_Chickens,own_all_Chickens,own_off_holding_Chickens,births_Chickens,bought_Chickens,purchase_price_Chickens,received_Chickens,deaths_Chickens,sold_Chickens,sale_ppkg_Chickens,stolen_Chickens,gift_Chickens,slghtr_Chickens,meat_stock_Chickens,meat_stock_purpose_Chickens,collected_eggs_Chickens,months_eggs_collected_Chickens,days_month_eggs_collect_Chickens,daily_avg_egg_prod_Chickens,egg_price_Chickens,vax_Chickens,cur_trt_Chickens,trt_int_parasite_Chickens,trt_ext_parasite_Chickens,purchase_spending_Chickens,breeding_Chickens,breeding_cost_Chickens,bought_received_Chickens,growth_Chickens,loss_Chickens,net_growth_Chickens,num_start_Chickens,growth_pct_Chickens,loss_pct_Chickens,net_growth_pct_Chickens,peak_num_Chickens,mortality_rt_Chickens,sale_rate_Chickens,vax_pct_Chickens,num_vax_Chickens,trt_vax_spending_Chickens,cur_trt_spending_Chickens,eggs_total_prod_Chickens,eggs_prod_annualized_Chickens,eggs_kept_pct_Chickens,eggs_sold_pct_Chickens,eggs_lost_pct_Chickens,eggs_kept_Chickens,eggs_lost_Chickens,eggs_sold_Chickens,egg_price_prov_med_Chickens,egg_price_obs_Chickens,egg_price_impt_Chickens,egg_price_natl_med_Chickens,eggs_value_lost_Chickens,eggs_value_cultiv_Chickens,eggs_value_consump_Chickens,eggs_revenue_Chickens,ppkg_prov_med_Chickens,sale_ppkg_obs_Chickens,sale_ppkg_impt_Chickens,ppkg_natl_med_Chickens,sale_price_Chickens,sale_revenue_Chickens,slghtr_ppkg_Chickens,slghtr_unit_value_Chickens,slghtr_value_Chickens,prod_value_Chickens,Weight_Ducks,num_Ducks,own_all_Ducks,own_off_holding_Ducks,births_Ducks,bought_Ducks,purchase_price_Ducks,received_Ducks,deaths_Ducks,sold_Ducks,sale_ppkg_Ducks,stolen_Ducks,gift_Ducks,slghtr_Ducks,meat_stock_Ducks,meat_stock_purpose_Ducks,collected_eggs_Ducks,months_eggs_collected_Ducks,days_month_eggs_collect_Ducks,daily_avg_egg_prod_Ducks,egg_price_Ducks,vax_Ducks,cur_trt_Ducks,trt_int_parasite_Ducks,trt_ext_parasite_Ducks,purchase_spending_Ducks,breeding_Ducks,breeding_cost_Ducks,bought_received_Ducks,growth_Ducks,loss_Ducks,net_growth_Ducks,num_start_Ducks,growth_pct_Ducks,loss_pct_Ducks,net_growth_pct_Ducks,peak_num_Ducks,mortality_rt_Ducks,sale_rate_Ducks,vax_pct_Ducks,num_vax_Ducks,trt_vax_spending_Ducks,cur_trt_spending_Ducks,eggs_total_prod_Ducks,eggs_prod_annualized_Ducks,eggs_kept_pct_Ducks,eggs_sold_pct_Ducks,eggs_lost_pct_Ducks,eggs_kept_Ducks,eggs_lost_Ducks,eggs_sold_Ducks,egg_price_prov_med_Ducks,egg_price_obs_Ducks,egg_price_impt_Ducks,egg_price_natl_med_Ducks,eggs_value_lost_Ducks,eggs_value_cultiv_Ducks,eggs_value_consump_Ducks,eggs_revenue_Ducks,ppkg_prov_med_Ducks,sale_ppkg_obs_Ducks,sale_ppkg_impt_Ducks,ppkg_natl_med_Ducks,sale_price_Ducks,sale_revenue_Ducks,slghtr_ppkg_Ducks,slghtr_unit_value_Ducks,slghtr_value_Ducks,prod_value_Ducks,raised_Chickens,raised_Ducks,zone
id_069399,2,219.362360023797,60,1,0,0,0,,0,0,55,14000,0,0,5,1,1,0,,,,,1,0,0,0,,,,0,0,60,-60,120,0,.5,-.5,120,0,.45833334,,,,,,,,,,,,,800,,,600,,,,,14000,14000,,16000,32200,1771000,14000,19600,98000,1869000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_069400,21,234.332702410919,6,1,0,10,0,,0,0,0,,0,0,5,0,,0,,,,,0,,,,,,,0,10,5,5,1,10,5,5,11,0,0,,,,,,,,,,,,,500,,,600,,,,,17000,,17000,16000,,,17000,20400,102000,102000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_069405,6,112.033755078346,15,1,0,10,0,,0,5,0,,0,0,0,0,,0,,,,,0,,,,,,,0,10,5,5,10,1,.5,.5,20,.25,0,,,,,,,,,,,,,,,,600,,,,,14000,,14000,16000,,,14000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_069406,22,85.8768214994498,50,1,0,50,0,,0,0,0,,0,0,50,0,,0,,,,,0,,,,,,,0,50,50,0,50,1,1,0,100,0,0,,,,,,,,,,,,,,,,600,,,,,14000,,14000,16000,,,14000,14000,700000,700000,85.8768214994498,60,1,0,0,0,,0,0,0,,0,0,30,0,,0,,,,,0,,,,,,,0,0,30,-30,90,0,.33333334,-.33333334,90,0,0,,,,,,,,,,,,,,,,500,,,,,10000,,10000,12000,,,10000,20000,600000,600000,1,1,Tonle Sap
id_069408,15,82.2428919777541,6,1,0,25,0,,0,3,5,14000,0,0,5,0,,0,,,,,0,,,,,,,0,25,13,12,1,25,13,12,26,.11538462,.1923077,,,,,,,,,,,,,,,,600,,,,,14000,14000,,16000,32200,161000,14000,21000,105000,266000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_069418,19,40.5644609466401,30,1,0,20,0,,0,15,0,,0,0,10,0,,0,,,,,0,,,,,,,0,20,25,-5,35,.5714286,.71428573,-.14285715,55,.27272728,0,,,,,,,,,,,,,,,,600,,,,,15000,,15000,16000,,,15000,22500,225000,225000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Mountain
id_069422,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_069423,8,30.4051630401413,35,1,0,45,0,,0,12,2,18000,0,0,20,0,,0,,,,,0,,,,,,,0,45,34,11,24,1.875,1.4166666,.45833334,69,.17391305,.028985508,,,,,,,,,,,,,,,,600,,,,,18000,18000,,16000,41400,82800,18000,32400,648000,730800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_069425,12,97.8962045070456,50,1,0,40,0,,0,12,15,20000,0,3,7,0,,0,,,,,0,,,,,,,0,40,37,3,47,.85106385,.78723407,.063829787,87,.13793103,.1724138,,,,,,,,,,,,,600,,,600,,,,,19000,20000,,16000,46000,690000,20000,30000,210000,900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Phnom Penh
id_069435,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Tonle Sap
id_069437,14,181.60967553862,6,1,0,12,0,,0,2,0,,0,0,3,0,,0,,,,,0,,,,,,,0,12,5,7,1,12,5,7,13,.15384616,0,,,,,,,,,,,,,500,,,600,,,,,16000,,16000,16000,,,16000,16000,48000,48000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_069439,15,258.480253381622,20,1,0,40,0,,0,15,0,,0,3,8,0,,0,,,,,0,,,,,,,0,40,26,14,6,6.6666665,4.3333335,2.3333333,46,.32608697,0,,,,,,,,,,,,,,,,600,,,,,14000,,14000,16000,,,14000,18200,145600,145600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_069472,21,71.1071370772117,25,1,0,40,0,,0,10,0,,0,0,30,0,,0,,,,,0,,,,,,,0,40,40,0,25,1.6,1.6,0,65,.15384616,0,,,,,,,,,,,,,500,,,600,,,,,17000,,17000,16000,,,17000,27200,816000,816000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_069483,21,74.8555449819608,10,1,0,15,0,,0,0,0,,0,0,20,0,,0,,,,,0,,,,,,,0,15,20,-5,15,1,1.3333334,-.33333334,30,0,0,,,,,,,,,,,,,500,,,600,,,,,17000,,17000,16000,,,17000,25500,510000,510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_069488,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Tonle Sap
id_069497,5,63.8964353090828,20,1,0,10,0,,0,1,3,16000,0,1,4,1,1,0,,,,,0,,,,,,,0,10,9,1,19,.52631581,.47368422,.052631579,29,.034482758,.10344828,,,,,,,,,,,,,,,,600,,,,,17000,16000,,16000,36800,110400,16000,24000,96000,206400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Mountain
id_069500,8,32.3514444448494,10,1,0,15,0,,0,3,0,,0,0,10,0,,0,,,,,0,,,,,,,0,15,13,2,8,1.875,1.625,.25,23,.13043478,0,,,,,,,,,,,,,,,,600,,,,,18000,,18000,16000,,,18000,21600,216000,216000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_069503,11,55.1887176916653,11,1,0,5,0,,0,5,0,,0,0,0,0,,0,,,,,0,,,,,,,0,5,5,0,11,.45454547,.45454547,0,16,.3125,0,,,,,,,,,,,,,,,,600,,,,,18000,,18000,16000,,,18000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Mountain
id_069552,4,110.85974517523,160,1,0,160,0,,0,100,80,17000,0,0,60,0,,0,,,,,0,,,,,,,0,160,240,-80,240,.66666669,1,-.33333334,400,.25,.2,,,,,,,,,,,,,,,,600,,,,,15000,17000,,16000,39100,3128000,17000,25500,1530000,4658000,110.85974517523,1350,1,0,100,0,,0,30,20,11000,0,0,10,0,,0,,,,,0,,,,,,,0,100,60,40,1310,.076335877,.045801528,.030534351,1410,.021276595,.014184397,,,,,,,,,,,,,500,,,500,,,,,10000,11000,,12000,16500,330000,11000,22000,220000,550000,1,1,Tonle Sap
id_069562,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mountain
id_069589,14,129.996418588717,18,1,0,10,0,,0,5,0,,0,0,12,0,,0,,,,,0,,,,,,,0,10,17,-7,25,.40000001,.68000001,-.28,35,.14285715,0,,,,,,,,,,,,,500,,,600,,,,,16000,,16000,16000,,,16000,28800,345600,345600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_069598,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_069605,8,56.8734893942441,17,1,0,20,0,,0,18,0,,0,0,8,0,,0,,,,,0,,,,,,,0,20,26,-6,23,.86956519,1.1304348,-.26086956,43,.41860464,0,,,,,,,,,,,,,,,,600,,,,,18000,,18000,16000,,,18000,36000,288000,288000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_069610,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_069616,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_069632,2,139.19028875822,20,1,0,8,0,,0,20,0,,0,0,0,0,,0,,,,,0,,,,,,,0,8,20,-12,32,.25,.625,-.375,40,.5,0,,,,,,,,,,,,,800,,,600,,,,,14000,,14000,16000,,,14000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_069644,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_069664,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_069666,14,158.872027557861,9,1,1,15,0,,0,16,0,,0,0,12,0,,0,,,,,0,,,,,,,0,15,28,-13,22,.68181819,1.2727273,-.59090906,37,.43243244,0,,,,,,,,,,,,,500,,,600,,,,,16000,,16000,16000,,,16000,20800,249600,249600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_069697,13,91.0052372090102,8,1,0,12,0,,0,0,0,,0,0,2,1,1,0,,,,,0,,,,,,,0,12,2,10,1,12,2,10,13,0,0,,,,,,,,,,,,,,,,600,,,,,15500,,15500,16000,,,15500,31000,62000,62000,91.0052372090102,7,,0,0,0,,0,0,0,,0,0,0,0,,0,,,,,0,,,,,,,0,0,0,0,7,0,0,0,7,0,0,,,,,,,,,,,,,,,,500,,,,,15000,,15000,12000,,,15000,,,0,1,1,Mountain
id_069699,21,185.000827732015,7,1,0,17,0,,0,7,0,,0,0,3,0,,1,3,15,1,,0,,,,,,,0,17,10,7,1,17,10,7,18,.3888889,0,,,,,45,365.25,1,0,0,45,0,0,500,,600,600,,22500,22500,,17000,,17000,16000,,,17000,17000,51000,73500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_069709,5,279.748910174617,30,1,0,20,0,,2,3,0,,0,2,7,1,1,0,,,,,0,,,,,,,2,22,12,10,20,1.1,.60000002,.5,42,.071428575,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,30600,214200,214200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Mountain
id_069737,21,70.8433586142863,5,1,0,10,0,,0,3,0,,0,0,4,0,,0,,,,,0,,,,,,,0,10,7,3,2,5,3.5,1.5,12,.25,0,,,,,,,,,,,,,500,,,600,,,,,17000,,17000,16000,,,17000,23800,95200,95200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_069770,3,66.3183809086289,50,1,0,15,0,,0,0,20,18000,0,0,0,0,,0,,,,,0,,,,,,,0,15,20,-5,55,.27272728,.36363637,-.090909094,70,0,.2857143,,,,,,,,,,,,,,,,600,,,,,17000,18000,,16000,41400,828000,18000,,,828000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_069771,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_069774,12,102.990600236667,20,1,0,30,0,,0,2,3,19000,0,1,5,0,,0,,,,,0,,,,,,,0,30,11,19,1,30,11,19,31,.064516127,.096774191,,,,,,,,,,,,,600,,,600,,,,,19000,19000,,16000,43700,131100,19000,28500,142500,273600,102.990600236667,5,1,0,25,0,,0,2,0,,0,1,2,0,,0,,,,,0,,,,,,,0,25,5,20,1,25,5,20,26,.07692308,0,,,,,,,,,,,,,,,,500,,,,,15000,,15000,12000,,,15000,21000,42000,42000,1,1,Phnom Penh
id_069789,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_069808,17,228.200699722253,30,1,0,50,0,,0,20,0,,0,0,20,0,,1,5,13,2,,0,,,,,,,0,50,40,10,20,2.5,2,.5,70,.2857143,0,,,,,130,730.5,1,0,0,130,0,0,,,600,600,,78000,78000,,13000,,13000,16000,,,13000,13000,260000,338000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_069812,20,222.184008910883,12,1,0,17,0,,0,20,0,,0,0,20,1,1,0,,,,,0,,,,,,,0,17,40,-23,35,.48571429,1.1428572,-.65714288,52,.38461539,0,,,,,,,,,,,,,,,,600,,,,,16000,,16000,16000,,,16000,24000,480000,480000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_069827,20,184.088600972031,150,1,0,30,0,,6,50,20,15000,0,6,60,0,,0,,,,,0,,,,,,,6,36,136,-100,250,.14399999,.54400003,-.40000001,286,.17482518,.069930069,,,,,,,,,,,,,,,,600,,,,,16000,15000,,16000,34500,690000,15000,19500,1170000,1860000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_069870,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Tonle Sap
id_069882,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_069887,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_069899,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mountain
id_069905,10,82.8774478018416,55,1,0,40,0,,0,15,0,,0,0,7,0,,0,,,,,0,,,,,,,0,40,22,18,37,1.081081,.5945946,.48648649,77,.19480519,0,,,,,,,,,,,,,,,,600,,,,,17000,,17000,16000,,,17000,17000,119000,119000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Mountain
id_069917,15,67.7522544114458,20,1,0,15,0,,0,0,0,,0,0,5,0,,0,,,,,0,,,,,,,0,15,5,10,10,1.5,.5,1,25,0,0,,,,,,,,,,,,,,,,600,,,,,14000,,14000,16000,,,14000,21000,105000,105000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_069921,22,75.7593474979309,20,1,0,30,0,,0,0,0,,0,0,0,0,,0,,,,,0,,,,,,,0,30,0,30,1,30,0,30,31,0,0,,,,,,,,,,,,,,,,600,,,,,14000,,14000,16000,,,14000,,,0,75.7593474979309,6,1,0,0,0,,0,0,0,,0,0,0,0,,0,,,,,0,,,,,,,0,0,0,0,6,0,0,0,6,0,0,,,,,,,,,,,,,,,,500,,,,,10000,,10000,12000,,,10000,,,0,1,1,Tonle Sap
id_069934,17,305.17304762291,50,1,0,70,0,,0,30,0,,10,0,20,0,,0,,,,,0,,,,,,,0,70,60,10,40,1.75,1.5,.25,110,.27272728,0,,,,,,,,,,,,,,,,600,,,,,13000,,13000,16000,,,13000,19500,390000,390000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_069945,6,76.05714243281029,15,1,0,8,0,,0,0,5,13000,0,0,0,0,,0,,,,,0,,,,,,,0,8,5,3,12,.66666669,.41666666,.25,20,0,.25,,,,,,,,,,,,,,,,600,,,,,14000,13000,,16000,29900,149500,13000,,,149500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_069958,20,131.685979303539,30,1,0,8,0,,0,5,0,,2,0,5,0,,0,,,,,0,,,,,,,0,8,12,-4,34,.23529412,.35294119,-.11764706,42,.11904762,0,,,,,,,,,,,,,,,,600,,,,,16000,,16000,16000,,,16000,24000,120000,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_069959,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Tonle Sap
id_069976,1,147.423707370241,10,1,0,7,0,,0,5,4,13000,0,0,5,0,,0,,,,,0,,,,,,,0,7,14,-7,17,.41176471,.82352942,-.41176471,24,.20833333,.16666667,,,,,,,,,,,,,,,,600,,,,,13000,13000,,16000,29900,119600,13000,13000,65000,184600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Tonle Sap
id_069984,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coastal
id_069988,18,24.471308465717,8,1,0,12,0,,0,7,0,,0,0,3,0,,0,,,,,0,,,,,,,0,12,10,2,6,2,1.6666666,.33333334,18,.3888889,0,,,,,,,,,,,,,,,,600,,,,,20000,,20000,16000,,,20000,24000,72000,72000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Coastal
id_070026,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Tonle Sap
id_070029,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plain
id_070045,14,73.00968656715,15,1,0,30,0,,0,0,0,,0,0,5,0,,0,,,,,0,,,,,,,0,30,5,25,1,30,5,25,31,0,0,,,,,,,,,,,,,500,,,600,,,,,16000,,16000,16000,,,16000,19200,96000,96000,73.00968656715,20,1,0,0,0,,0,0,7,14000,0,0,5,0,,0,,,,,0,,,,,,,0,0,12,-12,32,0,.375,-.375,32,0,.21875,,,,,,,,,,,,,500,,,500,,,,,13000,14000,,12000,21000,147000,14000,21000,105000,252000,1,1,Plain
id_070051,20,51.6728624343759,10,1,0,20,0,,0,5,0,,0,3,4,0,,0,,,,,0,,,,,,,0,20,12,8,2,10,6,4,22,.22727273,0,,,,,,,,,,,,,,,,600,,,,,16000,,16000,16000,,,16000,24000,96000,96000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_070054,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
id_070086,14,57.524904929519,12,1,0,15,0,,0,17,0,,0,0,8,0,,0,,,,,0,,,,,,,0,15,25,-10,22,.68181819,1.1363636,-.45454547,37,.45945945,0,,,,,,,,,,,,,500,,,600,,,,,16000,,16000,16000,,,16000,22400,179200,179200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Plain
id_070090,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonle Sap
id_070092,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,Plain
